,JNAME,P0,DECJ,Flux,W50
780,J1529-3828,0.008486282115739591,-38:28:45.85,0.39871338240238097,1.23
781,J1529-5355,0.8912645399,-53:55:36,0.9220246968055059,56.0
782,J1529-5611,0.8222487311,-56:11:29,0.3488742096020834,42.0
783,J1530-5327,0.278956721152079,-53:27:56.3,2.2926019488136906,7.9
784,J1530-6343,0.910319586358,-63:43:13.6,0.9220246968055059,11.0
785,J1531-4012,0.356849312855,-40:12:30.9,0.9967834560059524,6.9
786,J1531-5610,0.0842016828855,-56:10:55.0,2.1680040168129464,4.9
787,J1532+2745,1.1248357427665205,+27:45:49.623,1.9935669120119048,25.7
788,J1532-5308,0.4438246083,-53:08:06,0.6229896600037202,26.0
789,J1532-56,0.52297708597,-56:32,0.2491958640014881,27.0
790,J1534-4428,1.2214259588,-44:28:09.4,1.7443710480104166,11.9
791,J1534-46,0.364835,-46:14,NaN,NaN
792,J1534-5334,1.3688822425450322,-53:34:19.66,21.0,5.5
793,J1534-5405,0.2896888952,-54:05:39.7,3.4887420960208333,4.3
794,J1535-4114,0.432866133845,-41:14:03.1,7.226680056043155,14.8
795,J1535-4415,0.46840160422,-44:15:08.4,NaN,NaN
796,J1535-5450,0.56673415672,-54:50:26,0.4236329688025298,9.4
797,J1535-5848,0.307177662775,-58:48:27.7,0.8721855240052083,5.8
798,J1536+17,0.9333,+17:49,NaN,20.0
799,J1536-3602,1.31975904174,-36:02:58.8,4.734721416028274,79.9
800,J1536-4948,0.00308,-49:48,NaN,NaN
801,J1536-5433,0.881438431123562,-54:33:15,4.485525552026786,33.5
802,J1536-5907,0.55784066031,-59:07:03.6,0.5482309008032739,13.0
803,J1537+1155,0.037904441178304625,+11:55:55.43387,1.4951751840089285,0.31
804,J1537-4912,0.30131077523,-49:12:03,0.7725071784046131,22.0
805,J1537-5153,1.52812410566,-51:53:06,0.1744371048010417,23.0
806,J1537-5645,0.43046412386182137,-56:45:4,2.491958640014881,67.0
807,J1538+2345,3.4493849533157874,+23:45:04.0,NaN,NaN
808,J1538-5438,0.2767261372601285,-54:38:17,0.5980700736035715,11.0
809,J1538-5519,0.39573063893,-55:19:46,1.04662262880625,86.0
810,J1538-5551,0.10467492084445823,-55:51:36.9,0.8223463512049107,7.4
811,J1538-5621,1.90849449143,-56:21:55.5,0.3488742096020834,34.1
812,J1538-5638,0.84398039688,-56:38:12,0.6977484192041667,46.0
813,J1538-5732,0.34121281180579016,-57:32:29.3,0.8721855240052083,5.0
814,J1538-5750,0.506568335296,-57:50:17.1,0.14951751840089286,4.7
815,J1539-4828,1.27284159978,-48:28:57,0.4983917280029762,19.8
816,J1539-5521,1.00495831813,-55:21:11.2,0.3488742096020834,23.0
817,J1539-5626,0.24339606504269956,-56:26:26.3,8.4,18.8
818,J1539-6322,1.63084630957,-63:22:53.2,NaN,56.0
819,J1540-5736,0.6129162856930118,-57:36:57,0.5980700736035715,14.0
820,J1541-42,NaN,-42:18:50,NaN,4.0
821,J1541-5535,0.29583755345,-55:35:01,0.7475875920044642,4.9
822,J1542-5034,0.5992450364,-50:34:01.4,0.7475875920044642,5.3
823,J1542-5133,1.7838649876987605,-51:33:35,0.672828832804018,35.0
824,J1542-5303,1.20756776526,-53:03:41,0.8721855240052083,54.0
825,J1543-0620,0.7090640697858092,-06:20:45.332,4.983917280029762,6.3
826,J1543+0929,0.7484484162291084,+09:29:16.339,14.7025559760878,46.2
827,J1543-5013,0.6442550645,-50:13:58,0.4236329688025298,15.0
828,J1543-5149,0.002056960392415698,-51:49:54.685,1.3705772520081847,0.27
829,J1543-5459,0.37711856263471577,-54:59:13.7,2.0184864984120536,10.7
830,J1544-5308,0.17855387294898442,-53:08:46.93,11.0,8.7
831,J1545-4550,0.00357528861884712,-45:50:37.5272,2.1680040168129464,0.128
832,J1546-3747A,0.0026056722466,-37:47:10.1,NaN,NaN
833,J1546-5302,0.58083988615,-53:02:23.0,0.7974267648047619,8.8
834,J1546-59,0.0078,-59:00:00,0.4983917280029762,0.67
835,J1547-0944,1.576924632943,-09:44:7.8,NaN,30.0
836,J1547-5750,0.6471977466557735,-57:50:29.4,0.5731504872034227,39.0
837,J1547-5839,0.242190323768,-58:39:09.8,1.021703042406101,13.0
838,J1548-4821,0.14565471947,-48:21:49.7,1.2708989064075893,12.0
839,J1548-4927,0.602738077704,-49:27:40.4,1.7194514616102679,12.0
840,J1548-5607,0.1709339926949263,-56:07:33.9,3.4638225096206843,4.3
841,J1549+2113,1.262471311613,+21:13:26.9,NaN,7.0
842,J1549-4848,0.288346763122,-48:48:37.44,3.9871338240238097,5.9
843,J1549-57,0.7375,-57:21:37,NaN,4.0
844,J1549-5722,0.497772394,-57:22:02,0.2491958640014881,13.0
845,J1550-5242,0.74965894957,-52:42:07.0,0.7974267648047619,11.0
846,J1550-5317,1.42112434544,-53:17:21,0.9967834560059524,85.0
847,J1550-5418,2.06983302,-54:18:24.1141,8.223463512049106,NaN
848,J1551-0658,0.00709,-06:58:06.5,NaN,NaN
849,J1551-4424,0.674060361,-44:24:42,2.491958640014881,31.6
850,J1551-5310,0.4533941646397161,-53:10:59.6,1.7942102208107142,33.2
851,J1551-6214,0.198838604297,-62:14:23.37,0.7774910956846429,2.8
852,J1552-4937,0.0062843113814174,-49:37:49.744,0.3488742096020834,0.9
853,J1553-5456,1.0813282469,-54:56:06,2.242762776013393,8.4
854,J1554+18,NaN,+18:04,NaN,7.6
855,J1554-5209,0.1252295584025,-52:09:38.3,NaN,1.0
856,J1554-5512,3.418039313,-55:12:33,0.27411545040163693,63.0
857,J1555+01,NaN,+01:08,NaN,NaN
858,J1555-0515,0.97540989108,-05:15:57.4,NaN,12.9
859,J1555-2341,0.5325777412091406,-23:41:09.8798,2.242762776013393,10.8
860,J1555-3134,0.518109779800833,-31:34:20.10,9.469442832056547,27.3
861,J1556-5358,0.99468068673,-53:58:55,1.3207380792078869,29.0
862,J1557-4258,0.329186857758,-42:58:12.66,10.3,4.5
863,J1558-5419,0.5945752635482934,-54:19:26,0.9967834560059524,22.0
864,J1558-5756,1.1223416862753752,-57:56:26.1,0.4734721416028274,9.5
865,J1558-67,0.267268,-67:35:59,NaN,NaN
866,J1559-44,1.16989,-44:00,NaN,NaN
867,J1559-4438,0.2570560976508,-44:38:45.901778,82.0,8.9
868,J1559-5545,0.9572424424,-55:45:40,1.7942102208107142,9.0
869,J1600-3053,0.003597928455004779,-30:53:49.4061,6.08037908163631,0.094
870,J1600-5044,0.19260489976863637,-50:44:21.30,50.0,23.6
871,J1600-5751,0.194454482247,-57:51:14.7,6.229896600037202,9.9
872,J1600-5916,1.2476661740144739,-59:16:59,0.8223463512049107,127.0
873,J1601-50,0.860777,-50:23,0.9967834560059524,NaN
874,J1601-5244,2.55935663097759,-52:44:9,0.3239546232019345,62.0
875,J1601-5335,0.2884565115429478,-53:35:43.2,0.6229896600037202,5.9
876,J1602-4957,0.81999003685,-49:57:32,0.4236329688025298,29.0
877,J1602-5100,0.8642862082841154,-51:00:06.1,20.0,7.0
878,J1603+18,0.503,+18:51,NaN,8.8
879,J1603-2531,0.28307037669209933,-25:31:47.3585,NaN,7.0
880,J1603-2712,0.7783131927918391,-27:13:27.6227,4.236329688025298,14.5
881,J1603-3539,0.141908588964,-35:39:57.1,2.242762776013393,10.8
882,J1603-5657,0.49607711306,-56:57:44.19,2.242762776013393,2.5
883,J1603-7202,0.01484195225108228,-72:02:32.72985,8.721855240052083,1.206
884,J1604-31,0.883883,-31:39,NaN,NaN
885,J1604-44,1.3892,-44:43,NaN,NaN
886,J1604-4718,0.5274658742113556,-47:18:47.9,0.5482309008032739,11.0
887,J1604-4909,0.3274185215590687,-49:09:57.98,16.0,5.0
888,J1604-7203,0.341402932218,-72:03:30.46,NaN,20.0
889,J1605+3249,6.88,+32:49:18.0,NaN,NaN
890,J1605-5215,1.01360874732883,-52:15:48,0.5482309008032739,26.0
891,J1605-5257,0.6580134125047947,-52:57:34.5,28.0,32.7
892,J1607-0032,0.42181623358257625,-00:32:41.527,4.236329688025298,9.8
893,J1607-5140,0.34272279246736675,-51:40:16,0.647909246403869,20.0
894,J1607-6449,0.298116357616,-64:49:43.08,0.5482309008032739,3.0
895,J1609-1930,1.55791724762,-19:30:08,0.7475875920044642,13.8
896,J1609-4616,0.2496089548385271,-46:16:22.5,0.9469442832056548,5.6
897,J1609-5158,1.2794023539452164,-51:58:18,0.672828832804018,100.0
898,J1610-1322,1.0183927463615343,-13:22:22.3191,NaN,37.6
899,J1610-17,NaN,-17:50,NaN,NaN
900,J1610-5006,0.48111885214580963,-50:06:42.2,3.9871338240238097,42.0
901,J1610-5303,0.78646802352,-53:03:49,1.8938885664113096,44.0
902,J1611-01,1.29687,-01:28,NaN,NaN
903,J1611-4811,1.296850239,-48:11:39,0.19935669120119048,33.0
904,J1611-4949,0.6664379228503169,-49:49:57.2,1.4453360112086309,18.0
905,J1611-5209,0.182491659288,-52:09:23.6,3.6133400280215775,1.1
906,J1611-5847,0.35455031664636466,-58:47:42.33,0.27411545040163693,2.8
907,J1612+2008,0.4266459810253,20:08:18.33,NaN,3.29
908,J1612-2408,0.92383371069,-24:08:04,1.2459793200074405,7.2
909,J1612-49,0.19268718417,-49:27,0.39871338240238097,28.7
910,J1612-5136,0.48331051132,-51:36:54,0.4983917280029762,125.0
911,J1612-55,0.846907,-55:09,0.27411545040163693,37.6
912,J1612-5805,0.61552045802,-58:05:29.2,0.7475875920044642,3.6
913,J1613-4714,0.3823767216695099,-47:14:26.9,3.8,8.5
914,J1613-5211,0.4575018178166778,-52:11:21.0,0.7226680056043154,14.0
915,J1613-5234,0.6552205956723225,-52:34:17,0.6977484192041667,31.0
916,J1614+0737,1.2068014363967932,+07:37:31.0104,1.4951751840089285,11.9
917,J1614-2230,0.0031508076554611695,-22:30:31.2789,1.7443710480104166,NaN
918,J1614-23,0.0335,-23:15,NaN,NaN
919,J1614-3846,0.46410631422,-38:46:35,0.45353647248270834,24.471
920,J1614-3937,0.407292274238,-39:37:28.8,1.7443710480104166,14.4
921,J1614-5048,0.23169383623008438,-50:48:03.5,10.217030424061011,8.4
922,J1614-5144,1.5340081422,-51:44:49,0.39871338240238097,68.0
923,J1614-5402,0.57259227192,-54:02:47,0.6229896600037202,14.0
924,J1615-2940,2.477567873840917,-29:40:15.7609,NaN,25.7
925,J1615-5444,0.360957675308,-54:44:32.4,1.4702555976087797,6.5
926,J1615-5537,0.79152571562,-55:37:00.5,1.9935669120119048,5.5
927,J1616-5017,0.49138412183,-50:17:14.9,0.4236329688025298,9.76
928,J1616-5109,1.219593882479083,-51:09:17,2.990350368017857,220.0
929,J1616-5208,1.0258308926302258,-52:08:48,1.0964618016065477,43.0
930,J1617-4216,3.42846630955,-42:16:59,0.6977484192041667,38.0
931,J1617-4608,0.5670802217208082,-46:08:36.5,0.3737937960022321,7.7
932,J1617-5055,0.069356847,-50:55:13.2,0.672828832804018,8.6
933,J1618-36,0.005778747,-36:03:42,NaN,NaN
934,J1618-3921,0.01198730858531,-39:21:01.815,NaN,1.4
935,J1618-4723,0.20355287786,-47:23:19.1,2.491958640014881,10.5
936,J1619-42,1.023152,-42:02,1.4951751840089285,NaN
937,J1620-4927,0.1719346524466338,-49:27:37.1,NaN,NaN
938,J1620-5414,1.1563602878201713,-54:14:51.7,0.3239546232019345,26.0
939,J1621-5039,1.0840199435257478,-50:39:48.6,0.8971051104053571,20.0
940,J1621-5243,0.37192413884,-52:43:44,0.672828832804018,17.0
941,J1622-0315,0.003845429067931,-03:15:37.328,NaN,NaN
942,J1622-3751,0.7314627228,-37:51:13.9,0.4983917280029762,24.4
943,J1622-4332,0.91693752262,-43:32:28.2,1.3207380792078869,32.0
944,J1622-4347,0.4576814710404071,-43:47:21.4,0.44855255520267856,9.8
945,J1622-4802,0.2650722356945784,-48:02:13.1,2.2926019488136906,17.0
946,J1622-4845,0.73509164794,-48:46:29,0.3737937960022321,17.5
947,J1622-4944,1.072967894203272,-49:44:30,1.295818492807738,34.0
948,J1622-4950,4.327020260966019,-49:50:54.4,11.961401472071428,NaN
949,J1622-6617,0.02362344473939201,-66:17:16.978,1.4951751840089285,0.78
950,J1623-0841,0.5030150056,-08:41:36.6,NaN,11.0
951,J1623-0908,1.276445819515507,-09:08:48.733,1.4951751840089285,14.7
952,J1623-2631,0.011075750914202482,-26:31:53.769,3.9871338240238097,0.57
953,J1623-4256,0.3645903553,-42:56:52,6.728288328040179,9.6
954,J1623-4949,0.7257321554038777,-49:49:4,0.8971051104053571,11.0
955,J1623-5005,0.0850721461633878,-50:05:15.1,NaN,NaN
956,J1624-4041,0.16786114514778336,-40:41:29.7,NaN,NaN
957,J1624-4411,0.23316407638971737,-44:11:33.8,1.196140147207143,8.1
958,J1624-4613,0.871242605551968,-46:13:02,0.9718638696058036,168.0
959,J1624-4721,0.44872324857,-47:21:27,0.3737937960022321,18.0
960,J1625-4048,2.3552781933,-40:48:21.5,NaN,96.0
961,J1625-4904,0.4603394922883185,-49:04:33.6,0.4983917280029762,13.0
962,J1625-4913,0.35585626277,-49:13:44.6,0.4983917280029762,10.4
963,J1626-44,0.3083536,-44:22,0.7475875920044642,NaN
964,J1626-4537,0.370141128114,-45:37:25.6,2.990350368017857,10.1
965,J1626-4807,0.2939281886424272,-48:07:54,0.9220246968055059,62.5
966,J1626-6621,0.45086776633,-66:21:15.27,0.4983917280029762,2.6
967,J1627+1419,0.490856730096,+14:19:20.7,NaN,30.0
968,J1627-4706,0.14074580605302295,-47:06:50.2,0.44855255520267856,9.0
969,J1627-4845,0.612330650088,-48:45:08,1.196140147207143,36.0
970,J1627-49,0.623678,-49:54,0.3239546232019345,69.3
971,J1627-51,0.439684,-51:08,0.19935669120119048,9.8
972,J1627-5547,0.3524642132,-55:47:52.4,1.6197731160096727,14.0
973,J1627-5936,0.35423394051,-59:36:55.3,3.9871338240238097,80.3
974,J1628-3205,0.00321,-32:05:48.9,NaN,NaN
975,J1628-4804,0.8659709627039299,-48:04:59,2.990350368017857,39.0
976,J1628-4828,4.1375385239,-48:28:42,0.7226680056043154,240.0
977,J1629-3636,2.988192686,-36:36:13,0.4983917280029762,11.6
978,J1629-3825,0.526364586499,-38:25:29.3,0.9544201591256994,7.0
979,J1629-6902,0.0060006034432179,-69:02:45.294,NaN,0.4
980,J1630-4719,0.55907133302,-47:19:42,1.1463009744068453,10.0
981,J1630-4733,0.57597141155,-47:33:05.0,24.670390536147323,82.7
982,J1631-1612,0.67768391249,-16:12:52.0,NaN,NaN
983,J1631-4155,0.5512412537678835,-41:55:03.7,0.4734721416028274,14.0
984,J1632-1013,0.71763732795,-10:13:18,0.3737937960022321,20.1
985,J1632-4509,1.0468098769434582,-45:09:09,0.39871338240238097,18.0
986,J1632-4621,1.7091544952795863,-46:21:48.6,1.9935669120119048,11.9
987,J1632-4757,0.22856409781605055,-47:57:34.3,1.2708989064075893,17.0
988,J1632-4818,0.8134528335819373,-48:18:52.6,1.196140147207143,47.7
989,J1633-2009,0.93555704483,-20:10:09,NaN,32.2
990,J1633-4453,0.436506697158,-44:53:07.8,6.479092464038691,7.6
991,J1633-4805,0.7108300788,-48:05:36,0.5731504872034227,48.0
992,J1633-5015,0.35214540393696525,-50:15:08.40,28.0,14.8
993,J1634-49,0.68493649236,-49:52,0.3239546232019345,43.5
994,J1634-5107,0.507356002673836,-51:07:45.6,0.12459793200074405,14.0
995,J1634-5640,0.22420119106,-56:40:48.7,0.7475875920044642,7.5
996,J1635-1511,1.17938703902,-15:11:52,1.2459793200074405,34.4
997,J1635+2332,NaN,+23:32:00,Nan,NaN
998,J1635+2418,0.4905065128003319,+24:18:47.3118,0.9967834560059524,17.4
999,J1635-4513,1.5947455499,-45:13:27,0.6229896600037202,75.0
1000,J1635-4735,2.594578,-47:35:23.31,NaN,NaN
1001,J1635-4944,0.67196419932,-49:44:36,0.9967834560059524,40.0
1002,J1635-5954,0.52912125685,-59:54:41,4.485525552026786,23.2
1003,J1636-2614,0.51045375561,-26:14:47.0,0.4734721416028274,7.273
1004,J1636-4440,0.20664850874,-44:40:25,0.7226680056043154,10.1
1005,J1636-4803,1.2046438889,-48:03:55,2.7411545040163694,44.0
1006,J1636-4933,0.430366558,-49:33:10,1.1213813880066965,17.0
1007,J1637-4335,0.77136654042,-43:35:42,0.44855255520267856,40.0
1008,J1637-4450,0.25286984684140706,-44:50:26.3,0.9967834560059524,14.0
1009,J1637-4553,0.1187713928329,-45:53:27.3,3.7379379600223217,3.1
1010,J1637-46,0.493091,-46:13,1.7443710480104166,NaN
1011,J1637-4642,0.154027427712,-46:42:15,2.3175215352138396,15.1
1012,J1637-4721,1.1657413866,-47:21:03,1.04662262880625,21.0
1013,J1637-4816,0.8373653018,-48:16:12,1.8440493936110118,67.0
1014,J1638-3815,0.698260600535548,-38:15:03.4,1.6696122888099703,57.0
1015,J1638-3951,0.77113024025,-39:51:59,0.523311314403125,61.7
1016,J1638-4233,0.51092936864,-42:33:55,0.8721855240052083,18.0
1017,J1638-4344,1.12194419355,-43:44:04,0.4236329688025298,34.0
1018,J1638-44,0.5680566269,-44:40,0.3737937960022321,31.6
1019,J1638-4417,0.11780155072064503,-44:17:03.6,0.7475875920044642,4.6
1020,J1638-4608,0.27813728728,-46:08:11.6,1.1213813880066965,5.2
1021,J1638-4725,0.7639334782005852,-47:25:32,0.7974267648047619,52.0
1022,J1638-5226,0.340502709437,-52:26:57.4,1.4951751840089285,13.0
1023,J1639-4359,0.58755897769,-43:59:52,2.2926019488136906,24.0
1024,J1639-4604,0.264557925602,-46:04:33.1,2.491958640014881,18.7
1025,J1640+2224,0.003163315818801591,+22:24:08.8176,4.983917280029762,0.22
1026,J1640-4631,0.20644304801536,-46:31:35.4,NaN,NaN
1027,J1640-4648,0.178352043293,-46:48:45,0.647909246403869,15.0
1028,J1640-4715,0.51740483467,-47:15:35.3,3.8874554784232145,21.3
1029,J1640-4951,0.73909894649,-49:51:02.1,0.3737937960022321,13.0
1030,J1641-2347,1.091008429855,-23:47:36,4.734721416028274,47.0
1031,J1641-5317,0.17510626750218378,-53:17:48.8,NaN,NaN
1032,J1643-1224,0.00462164152493627,-12:24:58.6831,11.662366435269643,0.314
1033,J1643+13,1.0991,+13:25,NaN,33.0
1034,J1643-4505,0.23738308187507187,-45:05:46.0,1.1213813880066965,9.0
1035,J1643-4522,1.3478994729,-45:22:01,0.27411545040163693,21.0
1036,J1643-4550,0.717508089981,-45:50:54.5,0.8472659376050596,15.0
1037,J1644-44,0.1739106,-44:10,0.9967834560059524,NaN
1038,J1644-4559,0.45507820167172386,-45:59:09.71,1040.0,20.0
1039,J1644-46,0.2509406,-46:26,1.9935669120119048,NaN
1040,J1644-4657,0.12596223249,-46:57:38,1.4702555976087797,40.3
1041,J1645-0317,0.38768969803442455,-03:17:57.819,80.0,4.3
1042,J1645+1012,0.410860719379,+10:12:16.04,NaN,11.0
1043,J1646-2142,0.00585,-21:42:09.0,NaN,NaN
1044,J1646-4308,0.8406799814,-43:08:07,0.8223463512049107,185.0
1045,J1646-4346,0.2316033293,-43:46:38,3.114948300018601,10.9
1046,J1646-5123,0.5300752074095164,-51:23:14.6,0.4236329688025298,15.0
1047,J1646-6831,1.7856112396,-68:31:51,12.210597336072917,74.9
1048,J1647-3607,0.21231640921,-36:07:04,0.4983917280029762,10.0
1049,J1647-4552,10.610656277430735,-45:52:16.8,NaN,NaN
1050,J1648-3256,0.719454779443,-32:56:40.8,1.7443710480104166,9.8
1051,J1648-4458,0.62963153567,-44:58:26,1.3705772520081847,42.0
1052,J1648-4611,0.164949668359,-46:11:16,1.5200947704090775,10.9
1053,J1648-6044,0.58376499689,-60:44:25.5,1.7443710480104166,10.2
1054,J1649+2533,1.0152573918,25:33:07.0,NaN,25.0
1055,J1649-3805,0.262025692969456,-38:05:59.1,3.9871338240238097,8.0
1056,J1649-3935,0.770909760511,-39:35:44.2,0.12459793200074405,22.8
1057,J1649-4349,0.8707115594940779,-43:49:22.2,1.8689689800111609,26.0
1058,J1649-4653,0.55701875796,-46:53:09,0.9220246968055059,11.9
1059,J1649-4729,0.2976921997093398,-47:29:53,0.7226680056043154,18.0
1060,J1649-5553,0.61357070436,-55:53:40,3.4887420960208333,47.9
1061,J1650-1654,1.7495517460975152,-16:54:42.282,2.7411545040163694,44.2
1062,J1650-4126,0.308917678787,-41:26:33.8,0.7226680056043154,7.6
1063,J1650-4341,0.309398365719,-43:41:30.8,0.647909246403869,20.0
1064,J1650-4502,0.38086979928254927,-45:02:37.3,1.5200947704090775,5.2
1065,J1650-4601,0.1271228933094091,-46:01:18.6,NaN,NaN
1066,J1650-4921,0.1563993674972458,-49:21:03.88,0.7226680056043154,3.0
1067,J1651+14,0.828,+14:22,NaN,3.0
1068,J1651-1709,0.9733936918720266,-17:09:22.1135,0.7475875920044642,27.4
1069,J1651-4246,0.8440806319729401,-42:46:09.4,68.0,25.1
1070,J1651-4519,0.51744320409,-45:19:11,1.345657665608036,52.0
1071,J1651-5222,0.6350581748927667,-52:22:58.6,9.9,9.0
1072,J1651-5255,0.8905339578,-52:55:48,8.223463512049106,20.8
1073,J1651-7642,1.75531107981,-76:42:39.5,1.7443710480104166,75.6
1074,J1652-1400,0.305447058241,-14:00:27.4,0.9967834560059524,9.5
1075,J1652-2404,1.7037391378577924,-24:03:50.8751,3.9871338240238097,29.8
1076,J1652+2651,0.9158034972,26:51:40.4,NaN,44.0
1077,J1652-4406,7.707183007,-44:06:05,NaN,NaN
1078,J1652-48,0.0037851238,-48:45,6.728288328040179,NaN
1079,J1653-2054,0.004129145284562,-20:54:55.1,0.39871338240238097,NaN
1080,J1653-3838,0.305037318882,-38:38:20.8,4.983917280029762,2.4
1081,J1653-4030,1.0193715566424628,-40:30:01.4,0.9967834560059524,122.0
1082,J1653-4249,0.6125582412239451,-42:49:03.3,3.7379379600223217,11.9
1083,J1653-4315,0.41927974137,-43:15:01,1.3207380792078869,105.0
1084,J1653-4854,3.0595096022,-48:54:51,0.44855255520267856,75.0
1085,J1654-23,0.54535972,-23:35,NaN,NaN
1086,J1654-26,1.62373,-26:36:18,NaN,NaN
1087,J1654-2713,0.7918224418732214,-27:13:01.573,0.7475875920044642,11.7
1088,J1654-3710,0.93916547876343,-37:10:57.1,0.5482309008032739,18.0
1089,J1654-4140,1.27394512577,-41:40:24,1.7692906344105654,19.0
1090,J1654-4245,1.1015546927,-42:45:39,0.3488742096020834,31.0
1091,J1655-3048,0.542935874228,-30:48:42,5.482309008032739,81.6
1092,J1655-3844,1.19343919921,-38:44:09,0.6229896600037202,95.5
1093,J1656+00,1.49785,+00:26,NaN,34.0
1094,J1656-3621,0.7301337074536932,-36:21:59.7,0.7226680056043154,20.0
1095,J1657+33,1.5702,+33:03,NaN,31.0
1096,J1657-4432,0.60960714201,-44:32:20,0.9469442832056548,13.0
1097,J1658-4306,1.1664490044,-43:06:50,1.9935669120119048,97.0
1098,J1658-47,0.3693649,-47:12,0.44855255520267856,27.4
1099,J1658-4958,0.4168737700888978,-49:58:58.4,3.9871338240238097,12.2
1100,J1658-5324,0.00243929590979642,-53:24:07.003,1.7443710480104166,NaN
1101,J1659-1305,0.640958200231717,-13:05:08.9946,NaN,8.7
1102,J1659-4316,0.47438143461,-43:16:06,0.523311314403125,11.0
1103,J1659-4439,0.353293033439,-44:39:01,1.04662262880625,18.0
1104,J1700-3312,1.3583070105262602,-33:12:46.5057,4.8,9.6
1105,J1700-3611,1.4940906152828997,-36:11:53,1.9935669120119048,22.0
1106,J1700-3919,0.56050353306523,-39:19:00.02,0.5731504872034227,14.0
1107,J1700-4012,0.2837918537849287,-40:12:38.6,0.3239546232019345,16.0
1108,J1700-4422,0.7555354095,-44:22:27,0.7475875920044642,47.2
1109,J1700-4939,0.57836343922,-49:39:15,0.4236329688025298,13.0
1110,J1701-3006A,0.0052415662037958,-30:06:30.173,0.9967834560059524,NaN
1111,J1701-3006B,0.0035938521270515,-30:06:49.044,0.7475875920044642,NaN
1112,J1701-3006C,0.0076128487111379,-30:06:59.415,0.7475875920044642,NaN
1113,J1701-3006D,0.0034177704450548,-30:06:42.559,NaN,NaN
1114,J1701-3006E,0.0032337373331158,-30:06:46.89,NaN,NaN
1115,J1701-3006F,0.0022947270806719,-30:06:51.82,NaN,NaN
1116,J1701-3130,0.2913414710251,-31:30:36.7,NaN,9.4
1117,J1701-3726,2.454618042784687,-37:26:25,11.0,8.7
1118,J1701-4533,0.322908566781,-45:33:48.7,7.725071784046131,18.3
1119,J1701-4958,0.80430423739,-49:58:33,0.647909246403869,128.7
1120,J1702-3932,0.390327976785,-39:32:40,0.7475875920044642,14.0
1121,J1702-4128,0.182135802939,-41:28:48.2,2.9155916088174108,10.0
1122,J1702-4217,0.22756495845775607,-42:17:01.2,1.2459793200074405,41.0
1123,J1702-4306,0.215507334229,-43:06:44,1.1463009744068453,5.9
1124,J1702-4310,0.24052386477,-43:10:40,2.2926019488136906,11.5
1125,J1702-4428,2.1235057036,-44:28:03,0.9469442832056548,74.0
1126,J1703-18,1.27024,-18:48:54,NaN,NaN
1127,J1703-1846,0.8043410792711806,-18:46:14.845,5.0,6.1
1128,J1703-3241,1.2117850946469777,-32:41:48.0373,21.0,12.3
1129,J1703-38,6.443,-38:12,NaN,9.0
1130,J1703-4442,1.74729348943,-44:42:42,0.523311314403125,12.0
1131,J1703-4851,1.3964049836601733,-48:52:01.0,4.6,4.1
1132,J1704-5236,0.230708491737,-52:36:57.4,1.507634977209003,7.273
1133,J1704-6016,0.3063230254,-60:16:54,NaN,90.0
1134,J1705-04,0.23748,-04:41,NaN,NaN
1135,J1705-1903,0.00248022,-19:08:04,NaN,NaN
1136,J1705-1906,0.2989874273426425,-19:06:38.6507,19.0,
1137,J1705-3423,0.2554267757032457,-34:23:43.4,11.0,20.6
1138,J1705-3936,0.8544816637,-39:36:29,0.8223463512049107,22.0
1139,J1705-3950,0.318941483436,-39:50:59,3.9871338240238097,22.1
1140,J1705-4108,0.8610674067,-41:08:44,3.2395462320193453,40.4
1141,J1705-4331,0.22256110261,-43:31:13.6,0.9967834560059524,10.0
1142,J1705-6135,0.808546089,-61:35:15,0.9967834560059524,165.7
1143,J1706-3839,0.58628740134,-38:39:51,0.4983917280029762,26.0
1144,J1706-4310,0.6169790441,-43:10:21,0.6977484192041667,16.0
1145,J1706-6118,0.3619213249276,-61:18:11.70,NaN,2.8
1146,J1707-4053,0.58101670786,-40:53:56.1,52.0,87.4
1147,J1707-4341,0.89059449625,-43:41:12.0,1.1463009744068453,12.0
1148,J1707-4417,5.763777003,-44:17:19,NaN,12.1
1149,J1707-4729,0.26647363743,-47:29:34.5,5.980700736035714,4.7
1150,J1708+02,0.410772,+01:48:06,NaN,NaN
1151,J1708-3426,0.6921132465204503,-34:26:44.1428,8.1,11.0
1152,J1708-3506,0.0045051589484590565,-35:06:22.640,3.2644658184194943,0.55
1153,J1708-3641,0.587566793839,-36:41:21.5,0.2990350368017857,21.8
1154,J1708-3827,1.225781996,-38:27:36,1.04662262880625,40.0
1155,J1708-4008,11.006262398210646,-40:08:52.44,NaN,NaN
1156,J1708-4522,1.2978368378157945,-45:22:51,0.5482309008032739,17.0
1157,J1708-52,0.44962,-52:00,NaN,NaN
1158,J1708-7539,1.1910239966,-75:39:23,NaN,25.0
1159,J1709-1640,0.6530539712555028,-16:40:57.73,17.0,6.5
1160,J1709+2313,0.0046311962778409,23:13:27.85,0.4983917280029762,0.34
1161,J1709-3626,0.447857060325,-36:26:03.6,1.4453360112086309,17.0
1162,J1709-3841,0.5869861631851989,-38:41:17,0.7725071784046131,19.0
1163,J1709-43,NaN,-43:54:43,NaN,3.0
1164,J1709-4342,1.735898235,-43:42:14,0.3488742096020834,50.0
