,JNAME,P0,DECJ,Flux,W50
1165,J1709-4401,0.8652353343,-44:01:11.2,1.9935669120119048,10.1
1166,J1709-4429,0.10245924592944797,-44:29:08.24,23.0,23.0
1167,J1710-2616,0.954158007,-26:16:35,2.242762776013393,87.5
1168,J1710-37,0.79265922183,-37:30,0.2491958640014881,61.4
1169,J1710-4148,0.286561228631,-41:48:19,0.7725071784046131,12.0
1170,J1711-1509,0.8688042490259439,-15:09:39.7516,1.7443710480104166,12.2
1171,J1711-3826,0.46536464559,-38:26:14,0.39871338240238097,24.0
1172,J1711-4322,0.10261828834718216,-43:22:53.1,0.647909246403869,7.0
1173,J1711-5350,0.8992177993,-53:50:16,3.4,5.2
1174,J1712-2715,0.255359660118,-27:15:53,NaN,33.0
1175,J1712-391,0.778149,-39:43,NaN,NaN
1176,J1712-392,0.0925277,-39:43,NaN,NaN
1177,J1713+0747,0.004570136527581793,+07:47:37.4784,22.676823624135416,0.11
1178,J1713-3844,1.6001140423,-38:44:29,0.647909246403869,17.0
1179,J1713-3949,0.3924514,-39:49,0.8721855240052083,12.0
1180,J1714-1054,0.696278743075,-10:54:10.9,1.2459793200074405,6.2
1181,J1714-3810,3.824936,-38:10:30.9,NaN,NaN
1182,J1715-3247,1.26021405926,-32:47:30,0.19935669120119048,60.0
1183,J1715-3700,0.7796281139920065,-37:00:04,0.9220246968055059,110.0
1184,J1715-3859,0.9281075077537047,-38:59:25.1,1.345657665608036,61.0
1185,J1715-3903,0.27848105467,-39:03:02,1.6446927024098215,5.4
1186,J1715-4034,2.072154597564798,-40:34:21,4.7,15.9
1187,J1715-4254,0.5737453589221617,-42:54:54,0.1744371048010417,26.0
1188,J1716-3720,0.6303137128497507,-37:20:44,1.021703042406101,14.0
1189,J1716-4005,0.31181276456,-40:05:27,3.4887420960208333,13.4
1190,J1716-4111,1.03606727254,-41:11:09.5,0.5482309008032739,12.0
1191,J1716-4711,0.55582421598,-47:11:00.9,0.7475875920044642,3.2
1192,J1717+03,3.901,+03:11,NaN,8.4
1193,J1717-3425,0.6562992314590905,-34:24:59.5685,9.718638696058036,11.5
1194,J1717-3737,0.68241862653,-37:37:36,1.7194514616102679,22.0
1195,J1717-3847,1.1494989184,-38:47:03,0.7475875920044642,287.0
1196,J1717-3953,1.0855206154107775,-39:53:55,3.7379379600223217,299.0
1197,J1717-4043,0.39785744656,-40:43:50,1.345657665608036,41.0
1198,J1717-40435,0.34992850807,-40:43:31,1.021703042406101,38.0
1199,J1717-4054,0.8877194563423443,-41:03:17.8,8.0,17.5
1200,J1717-5800,0.321793346869,-58:00:05.4,1.2459793200074405,11.4
1201,J1718-3714,1.2893787775240544,-37:14:16,0.5731504872034227,96.0
1202,J1718-3718,3.37857425327525,-37:18:53,0.9967834560059524,152.0
1203,J1718-3825,0.07466992056555286,-38:25:18.06,4.236329688025298,1.6
1204,J1718-41,0.5484192,-41:07,0.1744371048010417,28.4
1205,J1718-4539,0.5904727877161426,-45:39:15.9,0.19935669120119048,11.0
1206,J1719-1438,0.005790151770023846,-14:38:00.942,1.04662262880625,0.3
1207,J1719-2330,0.453992694395,-23:30:14,0.39871338240238097,8.9
1208,J1719-4006,0.189094492501,-40:06:59.5,3.4887420960208333,5.1
1209,J1719-4302,0.23547520029,-43:02:11.4,0.9220246968055059,5.7
1210,J1720+00,3.357,+00:40,NaN,7.2
1211,J1720-0212,0.47771534369243085,-02:12:23.9,2.491958640014881,59.0
1212,J1720-1633,1.5656011480232308,-16:33:33.7268,3.4,4.1
1213,J1720+2150,1.61566378034,21:50:12.8,NaN,8.0
1214,J1720-2446,0.87426457245,-24:46:27,NaN,NaN
1215,J1720-2933,0.6204483653468403,-29:33:16.2416,7.0,15.0
1216,J1720-36,0.09213212,-36:53,0.19935669120119048,8.41
1217,J1720-3659,0.35112463372247477,-36:59:06.5,1.8440493936110118,7.5
1218,J1721-1936,1.0040374566964214,-19:36:50.5685,0.7475875920044642,20.6
1219,J1721-1939,0.40403975128,-19:39:49,NaN,NaN
1220,J1721-2457,0.0034966337827001645,-24:57:06.17,1.4453360112086309,0.92
1221,J1721-3532,0.2804238585494842,-35:32:49.6144,41.86490515225,29.8
1222,J1722-3207,0.4771579477894289,-32:07:45.3,15.4,9.5
1223,J1722-3632,0.399183351758,-36:32:53.3,6.728288328040179,18.7
1224,J1722-3712,0.23618184096201192,-37:12:03.7,7.5,7.0
1225,J1722-4400,0.21855409582721647,-44:00:33.2,0.5482309008032739,4.0
1226,J1723-2837,0.0018557327957289703,-28:37:57.17,2.7411545040163694,0.2
1227,J1723-2852,0.6250339127,-28:52:51,0.3239546232019345,50.0
1228,J1723-3659,0.20272193786036188,-36:59:13.9,5.23311314403125,6.9
1229,J1723-38,0.76579581473,-38:20,0.19935669120119048,13.7
1230,J1724-3149,0.9482369741014413,-31:49:04,0.8971051104053571,32.0
1231,J1724-35,1.42199,-35:49,NaN,5.9
1232,J1724-3505,1.2217076920906704,-35:05:36,0.5980700736035715,24.0
1233,J1724-4500,1.3091087872611495,-45:00:15,0.12459793200074405,28.0
1234,J1725-0732,0.239919487227,-07:32:59.2,0.27411545040163693,9.8
1235,J1725-2852,1.2577876250977178,-28:52:22,0.6229896600037202,37.0
1236,J1725-3546,1.032471199291008,-35:46:16,1.5200947704090775,33.0
1237,J1725-3848,2.0623862583,-38:48:36,0.3488742096020834,32.0
1238,J1725-3853,0.004791822704,-38:53:04.20,NaN,0.865
1239,J1725-4043,1.46507137487,-40:43:11,0.8472659376050596,50.0
1240,J1726-00,1.3086,-00:15,NaN,NaN
1241,J1726-31,0.12347018,-31:57,0.9967834560059524,NaN
1242,J1726-3530,1.1101324440295186,-35:29:58,0.9718638696058036,37.0
1243,J1726-3635,0.28743156718375357,-36:35:45.6,0.7226680056043154,7.8
1244,J1726-4006,0.8827782656480259,-40:06:02,0.523311314403125,20.0
1245,J1726-52,0.6318,-52:00,NaN,NaN
1246,J1727-2739,1.2930999423474958,-27:39:00.5,4.236329688025298,87.3
1247,J1727-29,NaN,-29:59,NaN,7.2
1248,J1727-2946,0.0270831832440066,-29:46:36.797,0.6229896600037202,1.8
1249,J1728-0007,0.3860037238349235,-00:07:45.0086,NaN,14.4
1250,J1728-3733,0.615538243086013,-37:33:8,0.4734721416028274,8.1
1251,J1728-4028,0.8663425091382198,-40:28:10,2.990350368017857,102.0
1252,J1729-2117,0.0662928992668,-21:17:28,0.4983917280029762,NaN
1253,J1730-2304,0.008122798046076985,-23:04:31.19,9.967834560059524,0.965
1254,J1730-2900,1.538426726349872,-29:00:46,0.3239546232019345,23.0
1255,J1730-3350,0.1394602112498516,-33:50:39.4333,10.715422152063988,7.1
1256,J1730-3353,3.270241803205151,-33:53:38,0.9469442832056548,54.0
1257,J1730-34,0.09982956,-34:48,0.07475875920044643,25.9
1258,J1731-1847,0.002344559546885677,-18:47:32.666,0.9220246968055059,0.13
1259,J1731-3123,0.7530479890014684,-31:23:43,0.7226680056043154,19.0
1260,J1731-3322,0.54467054719,-33:22:45,0.2491958640014881,33.5
1261,J1731-4744,0.8298287852354905,-47:44:36.26,67.28288328040179,17.1
1262,J1732-1930,0.4837699980472797,-19:30:08.5791,0.7475875920044642,16.0
1263,J1732-3131,0.19654315496481217,-31:31:23,NaN,NaN
1264,J1732-3426,0.33288667881493283,-34:26:05,0.5980700736035715,14.0
1265,J1732-35,0.126689998553,-35:05,0.3239546232019345,6.6
1266,J1732-3729,2.18400134708,-37:29:05,0.7725071784046131,40.0
1267,J1732-4128,0.6279806844,-41:28:48,2.7411545040163694,13.4
1268,J1732-4156,0.3234340559691621,-41:56:29.6,0.5482309008032739,21.0
1269,J1732-5049,0.005312550290550237,-50:49:00.1917,4.236329688025298,0.292
1270,J1733-2228,0.8716828329861209,-22:28:37.2348,9.967834560059524,61.3
1271,J1733-2533,0.6597941416778241,-25:33:11,0.2491958640014881,35.0
1272,J1733-2837,0.7681845567424089,-28:37:33,0.1744371048010417,12.0
1273,J1733-3030,0.36205196285999064,-30:30:49,0.4983917280029762,16.0
1274,J1733-3322,1.245914634016575,-33:22:03,1.9935669120119048,34.3
1275,J1733-3716,0.33759369848072346,-37:16:55.23,8.971051104053572,3.9
1276,J1733-4005,0.5617783290770884,-40:05:39.7,1.2210597336072917,14.0
1277,J1733-5515,1.011233535,-55:15:40,0.7475875920044642,45.5
1278,J1734-0212,0.839394324968405,-02:12:39.0768,NaN,9.6
1279,J1734-2415,0.6125237399914504,-24:15:20,0.7226680056043154,31.0
1280,J1734-3058,0.54128568073,-30:58:41.4,0.27411545040163693,10.7
1281,J1734-3333,1.1693406847365546,-33:33:20,1.2210597336072917,230.6
1282,J1735-0243,0.7828869765,-02:43:48,NaN,102.0
1283,J1735-0724,0.4193349661853239,-07:24:52.130,5.731504872034225,4.5
1284,J1735-3258,0.35096322944,-32:58:19,0.8721855240052083,95.3
1285,J1736+05,0.999245,+05:48,NaN,NaN
1286,J1736-2457,2.6422234390449013,-24:57:50,2.0932452576125,62.0
1287,J1736-2819,1.592419480193175,-28:19:42,0.39871338240238097,21.0
1288,J1736-2843,6.445036086110556,-28:43:51,1.071542215206399,145.0
1289,J1736-3511,0.5028027829,-35:11:56,0.44855255520267856,15.0
1290,J1737-0811,0.0041750173128551,-08:11:08.887,NaN,0.52
1291,J1737-3102,0.7686722733910539,-31:02:00.5,1.4951751840089285,15.0
1292,J1737-3137,0.45043236999367015,-31:37:21,2.1929236032130954,16.3
1293,J1737-3320,0.8162730801780425,-33:20:20,0.8721855240052083,42.0
1294,J1737-3555,0.397584746441,-35:55:43.8,2.491958640014881,5.4
1295,J1738+0333,0.005850095859775686,+03:33:10.881,1.6696122888099703,0.43
1296,J1738+04,1.39179,+04:20,NaN,28.0
1297,J1738-2330,1.9788474316296447,-23:30:47,2.616556572015625,35.0
1298,J1738-2647,0.34959099098249385,-26:47:46,1.0964618016065477,12.0
1299,J1738-2736,0.627715518484,-27:36:25.8,0.4236329688025298,13.7
1300,J1738-2955,0.44339802184160615,-29:55:51,0.5980700736035715,6.0
1301,J1738-3107,0.549497698285362,-31:07:44,0.647909246403869,34.0
1302,J1738-3211,0.7684989454804679,-32:11:53.6471,5.980700736035714,11.3
1303,J1738-3316,0.7303725110151269,-33:16:01.6,1.3705772520081847,91.0
1304,J1739+0612,0.234169035616,+06:12:28.4,1.9935669120119048,9.6
1305,J1739-1313,1.215697613611,-13:13:18.6,2.242762776013393,7.1
1306,J1739-2521,1.81846119286,-25:21:56,NaN,43.0
1307,J1739-2903,0.32288797943406383,-29:03:02.9,11.0,
1308,J1739-3023,0.11436793182342765,-30:23:12,2.51687822641503,2.9
1309,J1739-3049,0.23931717840584732,-30:49:40,1.2459793200074405,18.8
1310,J1739-3131,0.5294409884251815,-31:31:15.3012,15.450143568092262,20.7
1311,J1739-3159,0.8775612371422854,-31:59:49,3.4887420960208333,55.8
1312,J1739-3951,0.34177247679941797,-39:52:00.3,0.2990350368017857,9.0
1313,J1740+1000,0.154087174313,+10:00:06.3,6.728288328040179,8.4
1314,J1740+1311,0.803050264794404,13:11:56.69,5.23311314403125,25.9
1315,J1740-2540,1.6926563404030377,-25:40:19,0.39871338240238097,30.0
1316,J1740+27,1.0582,+27:13,NaN,21.0
1317,J1740-3015,0.6068866242543225,-30:15:43.5,22.17843189613244,2.4
1318,J1740-3052,0.570313411724,-30:52:04.30,1.7443710480104166,8.9
1319,J1740-3327,0.5150006564023524,-33:27:53.5,0.7475875920044642,11.0
1320,J1740-5340A,0.0036503288972,-53:40:40.9,NaN,NaN
1321,J1741-0840,2.043082458401475,-08:40:31.711,3.4887420960208333,57.9
1322,J1741+1351,0.00374715450025994,+13:51:44.1137,2.3175215352138396,0.16
1323,J1741-2019,3.90450636119,-20:19:24,NaN,120.0
1324,J1741-2054,0.4137001208367996,-20:54:11.8,0.39871338240238097,NaN
1325,J1741-2719,0.34679692914237337,-27:19:23,0.4983917280029762,14.0
1326,J1741-2733,0.8929586697783418,-27:33:51,4.485525552026786,40.9
1327,J1741+2758,1.3607376877,27:58:09.0,NaN,7.0
1328,J1741-2945,0.22355782854141476,-29:45:35,1.4951751840089285,10.7
1329,J1741-3016,1.8937486937687293,-30:16:31,4.983917280029762,35.2
1330,J1741-34,0.875137,-34:19,0.4983917280029762,19.1
1331,J1741-3927,0.5122123551296487,-39:27:38.2,11.6,7.5
1332,J1742-3957,1.0163491951009795,-39:57:22,0.3488742096020834,65.0
1333,J1742-4616,0.412401047219,-46:16:53.5,3.7379379600223217,21.8
1334,J1743-0339,0.44464510677348185,-03:39:11.4822,1.2459793200074405,6.5
1335,J1743+05,1.47363,+05:29,NaN,55.0
1336,J1743-1351,0.4053369485920761,-13:51:37.9667,1.2459793200074405,14.6
1337,J1743-2442,1.2425083090879718,-24:42:55,0.3488742096020834,75.0
1338,J1743-3150,2.4145755199694583,-31:50:21.6971,7.3,7.2
1339,J1743-3153,0.19310539993210338,-31:53:05.3,1.4951751840089285,11.7
1340,J1743-35,0.56998,-35:32,0.12459793200074405,16.9
1341,J1743-4212,0.3061669878595,-42:12:02.4,4.734721416028274,8.9
1342,J1744-1134,0.00407454594143919,-11:34:54.68126,7.0,13.3
1343,J1744-1610,1.757205868816,-16:10:35.8,NaN,36.0
1344,J1744-2335,1.68350668862,-23:35:55,0.4983917280029762,26.0
1345,J1744-3130,1.066060871282537,-31:30:04,1.7443710480104166,16.0
1346,J1744-3922,0.172444360995,-39:22:21.1,0.27411545040163693,3.4
1347,J1744-5337,0.3556658488,-53:37:51,0.9967834560059524,7.6
1348,J1744-7619,0.004687524094895362,-76:19:14.710,NaN,NaN
1349,J1745-0129,1.045406855598,-01:29:18.1,NaN,7.0
1350,J1745-0952,0.019376303441129426,-09:52:39.682,0.9469442832056548,1.8
1351,J1745+1017,0.0026521296710896713,+10:17:52.523,NaN,NaN
1352,J1745+12,1.0599,+12:51,NaN,74.0
1353,J1745-2229,1.1605925381655646,-22:29:14,0.3239546232019345,14.0
1354,J1745-2900,3.7637330800937145,-29:00:29.896,NaN,NaN
1355,J1745-2910,0.982,-29:10,NaN,54.0
1356,J1745-2912,0.1873794,-29:12:30.780,NaN,NaN
1357,J1745-3040,0.36743245148171566,-30:40:23.19,46.0,5.3
1358,J1745-3812,0.6983528638,-38:12:07.3,0.4983917280029762,8.1
1359,J1746+2245,3.46503778264,+22:45:28.9,NaN,34.0
1360,J1746+2540,1.0581481703,25:40:37.5,NaN,24.0
1361,J1746-27,0.48752760873,-27:51,0.3737937960022321,29.9
1362,J1746-2849,1.478480373,-28:50:13.385,0.9967834560059524,31.0
1363,J1746-2850,1.077101491,-28:50:42,1.9935669120119048,45.0
1364,J1746-2856,0.945224316,-28:56:58.990,NaN,NaN
1365,J1746-3239,0.19954135987126467,-32:39:55.8,NaN,NaN
1366,J1747-1030,1.5787928888,-10:30:05,NaN,NaN
1367,J1747-2647,0.500254454491,-26:47:14,3.837616305622917,66.0
1368,J1747-2802,2.7800791979209385,-28:02:37,1.2459793200074405,27.3
1369,J1747-2809,0.052152855,-28:09:15.0,NaN,NaN
1370,J1747-2958,0.09881397648246944,-29:58:01.0,0.6229896600037202,7.0
1371,J1747-4036,0.0016456096144925037,-40:36:54.7912,2.242762776013393,NaN
1372,J1748-1300,0.3941333466126277,-13:00:52.0853,7.0,9.8
1373,J1748-2021A,0.2886027917196835,-20:21:39.7,0.9220246968055059,87.0
1374,J1748-2021B,0.016760127219256793,-20:21:38.86,NaN,NaN
1375,J1748-2021C,0.006226932720486728,-20:21:53.81,NaN,NaN
1376,J1748-2021D,0.013495820403908898,-20:21:07.414,NaN,NaN
1377,J1748-2021E,0.016264003411124592,-20:21:29.38,NaN,NaN
1378,J1748-2021F,0.0037936291149481298,-20:21:39.33,NaN,NaN
1379,J1748-2444,0.4428384991298492,-24:44:36.9655,0.8472659376050596,5.2
1380,J1748-2446A,0.01156314838986,-24:46:36.9,1.5200947704090775,0.8
1381,J1748-2446aa,0.00578804,-24:46:45,NaN,NaN
1382,J1748-2446ab,0.00511971,-24:46:45,NaN,NaN
1383,J1748-2446ac,0.00508691,-24:46:45,NaN,NaN
1384,J1748-2446ad,0.00139595482,-24:46:45,NaN,NaN
1385,J1748-2446ae,0.00365859,-24:46:45,NaN,NaN
1386,J1748-2446af,0.00330434,-24:46:45,NaN,NaN
1387,J1748-2446ag,0.00444803,-24:46:45,NaN,NaN
1388,J1748-2446ah,0.00496515,-24:46:45,NaN,NaN
1389,J1748-2446ai,0.02122838,-24:46:45,NaN,NaN
1390,J1748-2446aj,0.0029589095505840575,-24:46:34.85,0.08472659376050597,NaN
1391,J1748-2446ak,0.0018901066845054798,-24:46:37.83,0.07475875920044643,NaN
1392,J1748-2446al,5.95,-24:46,0.01993566912011905,NaN
1393,J1748-2446C,0.0084360953044,-24:46:36,NaN,2.0
1394,J1748-2446D,0.00471398,-24:46:45,NaN,NaN
1395,J1748-2446E,0.0021978,-24:46:45,NaN,NaN
1396,J1748-2446F,0.00554014,-24:46:45,NaN,NaN
1397,J1748-2446G,0.02167187,-24:46:45,NaN,NaN
1398,J1748-2446H,0.00492589,-24:46:45,NaN,NaN
1399,J1748-2446I,0.00957019,-24:46:45,NaN,NaN
1400,J1748-2446J,0.08033793,-24:46:45,NaN,NaN
1401,J1748-2446K,0.00296965,-24:46:45,NaN,NaN
1402,J1748-2446L,0.0022447,-24:46:45,NaN,NaN
1403,J1748-2446M,0.00356957,-24:46:45,NaN,NaN
1404,J1748-2446N,0.0086669,-24:46:45,NaN,NaN
1405,J1748-2446O,0.00167663,-24:46:45,NaN,NaN
1406,J1748-2446P,0.00172862,-24:46:45,NaN,NaN
1407,J1748-2446Q,0.002812,-24:46:45,NaN,NaN
1408,J1748-2446R,0.00502854,-24:46:45,NaN,NaN
1409,J1748-2446S,0.00611664,-24:46:45,NaN,NaN
1410,J1748-2446T,0.00708491,-24:46:45,NaN,NaN
1411,J1748-2446U,0.00328914,-24:46:45,NaN,NaN
1412,J1748-2446V,0.00207251,-24:46:45,NaN,NaN
1413,J1748-2446W,0.00420518,-24:46:45,NaN,NaN
1414,J1748-2446X,0.00299926,-24:46:45,NaN,NaN
1415,J1748-2446Y,0.00204816,-24:46:45,NaN,NaN
1416,J1748-2446Z,0.00246259,-24:46:45,NaN,NaN
1417,J1748-30,0.3827347,-30:17,0.39871338240238097,25.5
1418,J1748-3009,0.009684273,-30:09:12.2,3.4887420960208333,NaN
1419,J1749+16,2.31165,+16:24,NaN,61.0
1420,J1749-2347,0.8744858817015982,-23:47:17,0.3239546232019345,9.1
1421,J1749-2629,1.3353877905746243,-26:29:10,1.7443710480104166,46.4
1422,J1749-3002,0.6098736486726055,-30:02:34.9246,10.217030424061011,41.7
1423,J1749-4931,0.445822307,-49:31:59,0.2491958640014881,5.2
1424,J1749-5417,0.30757675186,-54:17:30.7,0.7999187234447768,12.133
1425,J1749-5605,1.3323097198,-56:05:19,NaN,18.0
1426,J1750+07,1.90881,+07:33,NaN,60.0
1427,J1750-2043,5.63904707921885,-20:43:08,0.5980700736035715,358.0
1428,J1750-2438,0.7127940367738814,-24:38:58,1.2459793200074405,9.6
1429,J1750-2444,0.8993767214021657,-24:44:47,0.672828832804018,32.0
1430,J1750-2536,0.034749053,-25:36:43,0.9967834560059524,NaN
1431,J1750-28,1.3005131462,-28:45,0.22427627760133928,16.8
1432,J1750-3157,0.9103629841498471,-31:57:44.1409,4.236329688025298,7.1
1433,J1750-3503,0.68401360292,-35:03:08.9,1.968647325611756,67.0
1434,J1750-3703A,0.1116008373133049,-37:03:10.95,NaN,NaN
1435,J1750-3703B,0.006074542086503449,-37:03:22.93,NaN,NaN
1436,J1750-3703C,0.026568678374967045,-37:03:05.58,NaN,NaN
1437,J1750-3703D,0.005139936774901917,-37:03:06.368,NaN,NaN
1438,J1751-2516,0.3948357835730665,-25:16:43,0.5482309008032739,27.3
1439,J1751-2857,0.003914873259435,-28:57:46.520,0.14951751840089286,0.25
1440,J1751-3323,0.5482271037961444,-33:23:39.6,4.734721416028274,5.9
1441,J1751-4657,0.7423536034382896,-46:57:26.53,15.0,7.2
1442,J1752+2359,0.409050865044,23:59:48.2,NaN,4.0
1443,J1752-2410,0.191036693534136,-24:10:26,1.171220560806994,7.1
1444,J1752-2806,0.5625576355342506,-28:06:37.3,160.0,4.7
1445,J1752-2821,0.6402294995223345,-28:21:10,0.7974267648047619,11.5
1446,J1753-12,0.405454,-12:59,NaN,NaN
1447,J1753-1914,0.0629548889724542,-19:14:58,0.3239546232019345,10.0
1448,J1753-2240,0.0951378086771,-22:40:42,0.3737937960022321,3.0
1449,J1753-2501,0.5283364093572904,-25:00:25.1937,5.731504872034225,57.0
1450,J1753-38,0.666804,-38:49,NaN,NaN
1451,J1754+0032,0.0044108,+00:36:33,NaN,NaN
1452,J1754-2422,2.0902480768,-24:22:24,NaN,NaN
1453,J1754-3014,1.3204904144,-30:15:03,NaN,36.0
1454,J1754-3443,0.3616905958208222,-34:43:53.9,1.2210597336072917,12.0
1455,J1754-3510,0.39270389339883444,-35:10:43.0,1.171220560806994,4.1
1456,J1755-0903,0.190709642575,-09:03:51.6,NaN,NaN
1457,J1755-1650,0.7337444387100474,-16:50:41,0.3239546232019345,14.0
1458,J1755-2025,0.322231178915,-20:25:00,0.44855255520267856,6.0
1459,J1755-2521,1.1759678771862048,-25:21:27,1.7443710480104166,13.4
1460,J1755-25211,1.0045125533911547,-25:21:09,0.4236329688025298,20.0
1461,J1755-2534,0.23354062544549067,-25:34:39,0.4236329688025298,15.0
1462,J1755-2550,0.3151960620987,-25:50:22.0,0.4983917280029762,11.7
1463,J1755-26,0.43087215605,-26:00,0.3488742096020834,16.3
1464,J1755-2725,0.2619546783248513,-27:25:45,1.2459793200074405,23.8
1465,J1755-33,0.959466,-33:31,0.4983917280029762,NaN
1466,J1755-3716,0.012786069289987706,-37:16:10.78,1.3207380792078869,3.9
1467,J1756+1822,0.7440009397588363,18:22:55.3,0.03488742096020833,32.0
1468,J1756-2225,0.40498030096014764,-22:25:48,0.6229896600037202,19.0
1469,J1756-2251,0.02846158902599829,-22:51:59.35,1.4951751840089285,0.78
1470,J1756-2435,0.6704799625529156,-24:35:34.3111,4.983917280029762,25.0
1471,J1756-25,0.855986,-25:28,0.4983917280029762,25.4
1472,J1756-2619,0.72451374873,-26:19:08,0.2491958640014881,18.0
1473,J1757-1500,0.179354019096,-15:00:28.5,0.22427627760133928,2.1
1474,J1757-16,0.451273,-16:26,NaN,NaN
1475,J1757-1854,0.021497231890027,-18:54:03.376,0.6229896600037202,0.4
1476,J1757-2223,0.18531010157882535,-22:23:49,1.9935669120119048,1.3
1477,J1757-2421,0.2341057912524572,-24:22:07.4457,17.942102208107144,9.6
1478,J1757-27,0.01768721477177,-27:45,0.1744371048010417,0.49
1479,J1757-5322,0.008869961227277,-53:22:26.387,NaN,0.43
1480,J1758-1931,0.6925515781544404,-19:31:41,0.9469442832056548,21.0
1481,J1758-2206,0.4302782504966227,-22:06:45,1.021703042406101,16.6
1482,J1758-2540,2.107263371221978,-25:40:49,1.6197731160096727,120.0
1483,J1758-2630,1.2028934632244577,-26:30:10,1.021703042406101,15.6
1484,J1758-2846,0.7667063862130211,-28:46:02,0.4983917280029762,4.4
1485,J1758+3030,0.94725581104,30:30:24.0,NaN,27.0
1486,J1759-1029,2.5122628118,-10:29:57,NaN,NaN
1487,J1759-1736,0.7984515669515078,-17:36:10,0.2990350368017857,18.0
1488,J1759-1903,0.7315054725005198,-19:03:19,0.39871338240238097,34.0
1489,J1759-1940,0.2547203522687561,-19:40:29,2.242762776013393,19.6
1490,J1759-1956,2.843388809724605,-19:56:08,1.021703042406101,37.9
1491,J1759-2205,0.46097412786894365,-22:05:33.0345,3.7,3.1
1492,J1759-2302,0.810717729063275,-23:02:08,3.2395462320193453,52.2
1493,J1759-2307,0.5588886775386461,-23:07:17,1.7443710480104166,22.4
1494,J1759-24,1.457739,-24:02,1.2459793200074405,72.3
1495,J1759-2549,0.9565485487283417,-25:49:07,1.4951751840089285,15.6
1496,J1759-2922,0.5744002678086281,-29:22:07.2266,1.3954968384083335,10.0
1497,J1759-3107,1.0789533183122497,-31:07:21.5,2.2676823624135416,16.0
1498,J1800-0125,0.78318548958,-01:25:30.6,0.3488742096020834,27.4
1499,J1800-2114,1.7992724922939685,-21:14:19,0.7475875920044642,90.0
1500,J1800-2343,1.03082,-23:43,NaN,NaN
1501,J1801-0357,0.9214906737718075,-03:57:55.0282,1.7443710480104166,11.4
1502,J1801-0857A,0.0071756146066706,-08:57:31.85,0.0897105110405357,NaN
1503,J1801-0857B,0.02896158773099,-08:57:32.81,0.02990350368017857,NaN
1504,J1801-0857C,0.00373869966067,-08:57:32.70,0.02990350368017857,NaN
1505,J1801-0857D,0.004226532003547,-08:57:24.33,NaN,NaN
1506,J1801-1417,0.0036250967171671,-14:17:34.526,0.4236329688025298,0.6
1507,J1801-1855,2.55049821044112,-18:55:49,1.171220560806994,41.9
1508,J1801-1909,1.1087248496026068,-19:09:36,1.2459793200074405,40.0
1509,J1801-2115,0.4381131572413143,-21:15:18,0.4734721416028274,47.0
1510,J1801-2154,0.3752969242206295,-21:54:32,0.523311314403125,8.4
1511,J1801-2304,0.4158270895434552,-23:04:44.637,17.443710480104166,128.3
1512,J1801-2451,0.12492420656941088,-24:51:27.5,3.638259614421726,4.6
1513,J1801-2920,1.081908474226637,-29:20:38.5746,6.3,18.0
1514,J1801-3210,0.007453584373467124,-32:10:53.714,0.7974267648047619,0.62
1515,J1801-3458,1.385603623102647,-34:58:37,0.27411545040163693,47.0
1516,J1802+0128,0.554261603931,+01:28:23.7,NaN,6.3
1517,J1802+03,0.6643,+03:38,NaN,NaN
1518,J1802-0523,1.68057296916,-05:23:29,0.3737937960022321,64.4
1519,J1802-1745,0.5146713765189268,-17:45:17,0.523311314403125,8.8
1520,J1802-2124,0.012647593586522718,-21:24:03.649,1.9188081528114584,0.37
1521,J1802-2426,0.5690070901849519,-24:26:43,1.4951751840089285,22.2
1522,J1802-3346,2.461051995,-33:46:45,0.4983917280029762,76.6
1523,J1803-1616,0.5365958226734007,-16:16:30,0.39871338240238097,19.0
1524,J1803-1857,2.8643377364779927,-18:57:19,0.9967834560059524,25.6
1525,J1803-1920,0.4436489222511387,-19:20:41,0.672828832804018,12.0
1526,J1803-2137,0.13366692025028434,-21:37:07.351,23.922802944142855,13.1
1527,J1803-2149,0.10633209409478245,-21:49:13,NaN,NaN
1528,J1803-2712,0.3344154265054539,-27:12:06.3868,2.990350368017857,17.0
1529,J1803-3002A,0.0071,-30:02:02,NaN,NaN
1530,J1803-3002B,0.004397,-30:02:02,NaN,NaN
1531,J1803-3002C,0.00584,-30:02:02,NaN,NaN
1532,J1803-3329,0.633411983159,-33:29:10.7,NaN,NaN
1533,J1804-0735,0.02310085528430001,-07:35:24.6943,2.491958640014881,3.7
1534,J1804-2228,0.5705106334789584,-22:28:18,0.4983917280029762,27.3
1535,J1804-2717,0.009343030844543,-27:17:31.335,0.9967834560059524,1.55
1536,J1804-28,1.273011,-28:07,0.9967834560059524,NaN
1537,J1804-2858,0.00149268,-28:58:31,NaN,NaN
1538,J1805+0306,0.21871156549037443,+03:06:30.2735,NaN,NaN
1539,J1805+06,0.00213,+06:14,NaN,NaN
1540,J1805-0619,0.454650713078,-06:19:45.4,2.242762776013393,11.5
1541,J1805-1504,1.1812692298494554,-15:04:36,9.22024696805506,229.0
1542,J1805-2032,0.40576948790176576,-20:32:51,1.7443710480104166,26.3
1543,J1805-2037,0.3578067749526543,-20:37:16,0.8472659376050596,13.2
1544,J1805-2447,0.6614017590248853,-24:47:30,0.672828832804018,11.0
1545,J1805-2948,0.4283409894,-29:48:00,0.4983917280029762,9.2
